agcy_name,org_name,org_name_level,id_number,location,title,name_of_incumbent,type_of_appt,type_of_appt_full,pay_plan,pay_plan_full,level_grade_or_pay,tenure,expires
EXECUTIVE OFFICE OF THE PRESIDENT,,,1110,"Washington, DC",Senior Advisor,Nathan Uldricks,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1111,"Washington, DC",Senior Advisor,Michael Williams,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1112,"Washington, DC",Special Assistant,Ann Conant,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1113,"Washington, DC",Special Assistant to the Director,Mark Christopher Bigley,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1114,"Washington, DC",Confidential Assistant,Jason Miles Hoffman,SC,Schedule C Excepted Appointment,GS,General Schedule,7,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1115,"Washington, DC",Confidential Assistant,Austin Brittany Hoffman,SC,Schedule C Excepted Appointment,GS,General Schedule,7,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1116,"Washington, DC",Senior Advisor,Vacant,,none included,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1117,"Washington, DC",Senior Advisor,Vacant,,none included,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1118,"Washington, DC",Executive Associate Director,Derek Tai Ching Kan,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,LEGISLATIVE AFFAIRS,3,1119,"Washington, DC",Associate Director for Legislative Affairs,Jason Alan Yaworske,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1120,"Washington, DC",Deputy to the Associate Director for Legislative Affairs (Appropriations),James Carlin Braid,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1121,"Washington, DC",Deputy to the Associate Director for Legislative Affairs (House),Hugh Davis Fike,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1122,"Washington, DC",Deputy to the Associate Director for Legislative Affairs (Senate),Natalie Michelle Mcintyre,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
EXECUTIVE OFFICE OF THE PRESIDENT,GENERAL COUNSEL,3,1123,"Washington, DC",Deputy General Counsel,Hallee Katherine Morgan,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1124,"Washington, DC",Associate General Counsel,Joseph Anthony Gammello,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1125,"Washington, DC",Special Counsel,Kenneth Alan Klukowski,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1126,"Washington, DC",Deputy General Counsel for Oversight,Jessica Lea Donlon,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1127,"Washington, DC",General Counsel,Mark Richard-Alan Paoletta,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1128,"Washington, DC",Deputy General Counsel,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1129,"Washington, DC",Confidential Assistant,James Milam Johnson,SC,Schedule C Excepted Appointment,GS,General Schedule,9,,
EXECUTIVE OFFICE OF THE PRESIDENT,COMMUNICATIONS,3,1130,"Washington, DC",Associate Director for Communications and Strategy,Rachel Kay Semmel,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1131,"Washington, DC",Deputy to the Associate Director for Communications,Chase William Jennings,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1132,"Washington, DC",Press Secretary,Robert Neil Kuhlman,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1133,"Washington, DC",Deputy Press Secretary,Edie Marie Heipel,SC,Schedule C Excepted Appointment,GS,General Schedule,9,,
EXECUTIVE OFFICE OF THE PRESIDENT,GENERAL GOVERNMENT PROGRAMS,3,1134,"Washington, DC","Associate Director, General Government Programs/Transportation, Homeland Security, Justice Services",Thomas Anthony Alexander,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1135,"Washington, DC","Associate Director, General Government Program/Housing, Commerce, and Treasury",Vacant,,none included,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1136,"Washington, DC",Confidential Assistant,Nicole Reeves,SC,Schedule C Excepted Appointment,GS,General Schedule,7,,
EXECUTIVE OFFICE OF THE PRESIDENT,"EDUCATION, INCOME, MAINTENANCE AND LABOR PROGRAMS",3,1137,"Washington, DC","Associate Director for Education, Labor, and Income Maintenance",Denzel Ellyn Mcguire,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1138,"Washington, DC",Special Assistant,Madison Biedermann,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1139,"Washington, DC",Confidential Assistant,Katherine Anne Trout,SC,Schedule C Excepted Appointment,GS,General Schedule,7,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF INFORMATION AND REGULATORY AFFAIRS,3,1140,"Washington, DC","Administrator, Office of Information and Regulatory Affairs",Paul J Ray,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1141,"Washington, DC","Associate Administrator, Office of Information and Regulatory Affairs",Rosario Anthony Palmieri,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1142,"Washington, DC",Deputy Administrator,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1143,"Washington, DC","Chief, Transportation and Security Branch",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1144,"Washington, DC",Counselor to the Office of Information and Regulatory Affairs Administrator,Satya Thallam,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1145,"Washington, DC",Confidential Assistant,Taylor Marie Chaffetz,SC,Schedule C Excepted Appointment,GS,General Schedule,7,,
EXECUTIVE OFFICE OF THE PRESIDENT,HEALTH DIVISION,3,1146,"Washington, DC",Program Associate Director for Health Programs,Gregory Brian Dangelo,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1147,"Washington, DC",Confidential Assistant,Grace Ann Bruno,SC,Schedule C Excepted Appointment,GS,General Schedule,9,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF FEDERAL FINANCIAL MANAGEMENT,3,1148,"Washington, DC","Controller, Office of Federal Financial Management",Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1149,"Washington, DC",Deputy Controller,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1150,"Washington, DC","Chief, Management Controls and Assistance Branch",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF FEDERAL PROCUREMENT POLICY,3,1151,"Washington, DC",Administrator Office of Federal Procurement Policy,Michael Wooten,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1152,"Washington, DC",Special Assistant,Michelle Balch Kelley,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
EXECUTIVE OFFICE OF THE PRESIDENT,STAFF OFFICES,3,1153,"Washington, DC",Associate Director for Economic Policy,Vacant,,none included,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1154,"Washington, DC",Associate Director for Performance Management,Peter Warren,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF E-GOVERNMENT AND INFORMATION TECHNOLOGY,3,1155,"Washington, DC",Federal Chief Information Security Officer,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1156,"Washington, DC",Special Assistant,Haley Zoey Friedman,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1157,"Washington, DC",Senior Advisor and Interagency Coordinator for Artificial Intelligence Information Technology Policy,Camilo Jaime Sandoval,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1158,"Washington, DC",Deputy Federal Chief Information Officer,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1159,"Washington, DC","Administrator, E-Government and Information Technology",Suzette Kuhlow Kent,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
EXECUTIVE OFFICE OF THE PRESIDENT,COUNCIL OF ECONOMIC ADVISERS,4,1160,"Washington, DC","Chairman, Council of Economic Advisers",Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,II,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1161,"Washington, DC",Member (Council for Economic Advisers),Tyler Goodspeed,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1162,"Washington, DC",Member (Council for Economic Advisers),Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1163,"Washington, DC",Chief of Staff,Rachael Seidenschnur Slobodien,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1164,"Washington, DC",Director for Macroeconomic Forecasting,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,COUNCIL ON ENVIRONMENTAL QUALITY,4,1165,"Washington, DC",Chairman (Council on Environmental Quality),Mary B Neumayr,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,II,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1166,"Washington, DC",Member (Council on Environmental Quality),Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1167,"Washington, DC",Member (Council on Environmental Quality),Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1168,"Washington, DC",Deputy Director,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1169,"Washington, DC",General Counsel and Chief of Staff,Viktoria Ziebarth Seale,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1170,"Washington, DC",Principal Deputy General Counsel,Lamar N Echols III,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1171,"Washington, DC",Associate Director for Legislative and Regulatory Affairs,Theresa Lavery Pettigrew,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1172,"Washington, DC",Associate Director for Communications,Daniel Joseph Schneider,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1173,"Washington, DC",Associate Director for Natural Resources,Melanie Ann Steele,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1174,"Washington, DC",Special Assistant,Kelly Murphy Collins,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF THE UNITED STATES TRADE REPRESENTATIVE,4,1175,"Washington, DC",Assistant United States Trade Representative for Western Hemisphere,Vacant,,none included,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF THE AMBASSADOR,3,1176,"Washington, DC",United States Trade Representative,Robert E Lighthizer,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,I,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1177,"Washington, DC",Chief of Staff,Kevin Garvey,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1178,"Washington, DC",Counselor to the United States Trade Representative,Vacant,,none included,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1179,"Washington, DC",Senior Advisor,Vacant,,none included,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1180,"Washington, DC",Senior Advisor,Vacant,,none included,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1181,"Washington, DC",Senior Advisor,Michael Nemelka,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1182,"Washington, DC",Attorney-Advisor,Joseph Leo Barloon,NA,Noncareer Appointment,ES,Senior Executive Service,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1183,"Washington, DC",Director of Scheduling and Advance Coordinator,Jaclyn Cecilia Knight,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1184,"Washington, DC",Executive Secretary,Andrew Edward Eilts,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1185,"Washington, DC",Senior Director for Policy,Dereck Christopher Chapman,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1186,"Washington, DC",Senior Director for Policy,Haley Marissa Dorval,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1187,"Washington, DC",Correspondence Analyst,Mark Diplacido,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1188,"Washington, DC",Confidential Assistant,South Trimble Patterson,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1189,"Washington, DC",Confidential Assistant,Jodi Elizabeth Davis,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1190,"Washington, DC",Special Assistant,Aaron Michael Bernasconi,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,DEPUTY UNITED STATES TRADE REPRESENTATIVE (1),3,1191,"Washington, DC",Deputy United States Trade Representative,Jeffrey David Gerrish,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
EXECUTIVE OFFICE OF THE PRESIDENT,,,1192,"Washington, DC",Confidential Assistant,Emily Helen Jensen,XS,Appointment Excepted by Statute,AD,Administratively Determined Rates,,,
EXECUTIVE OFFICE OF THE PRESIDENT,DEPUTY UNITED STATES TRADE REPRESENTATIVE (2),3,1193,"Washington, DC",Deputy United States Trade Representative,Curtis Joseph Mahoney,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
EXECUTIVE OFFICE OF THE PRESIDENT,CHIEF AGRICULTURAL NEGOTIATOR,3,1194,"Washington, DC",Chief Agricultural Negotiator,Gregory Fay Doud,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
